timestamp,tank_id,temp_c,do_mgL,ph,ammonia_mgL,turbidity_ntu,flow_Lmin
2026-03-18 03:20:00,T4,28.16,6.91,6.83,0.165,3.1,423.5
2026-05-10 04:30:00,T4,29.41,6.79,7.26,0.19,2.7,423.2
2026-05-01 04:00:00,T1,28.54,6.74,6.77,0.808,2.4,421.8
2026-04-09 22:10:00,T2,28.78,7.59,6.84,0.154,2.9,421.0
2026-05-25 07:00:00,T3,28.45,6.47,6.9,0.133,2.8,415.6
2026-04-12 02:10:00,T1,28.45,7.09,6.73,0.144,3.0,419.0
2026-03-13 12:40:00,T1,27.92,6.99,6.94,0.155,3.2,418.1
2026-05-28 22:20:00,T2,29.31,7.27,6.74,0.178,3.6,420.3
2026-04-24 22:40:00,T4,29.73,7.46,7.05,0.161,3.3,426.8
2026-05-03 04:30:00,T3,28.41,6.88,6.84,0.156,2.6,422.8
2026-05-17 00:40:00,T2,28.98,7.31,7.05,0.134,3.5,421.8
2026-04-16 07:40:00,T4,28.19,6.7,7.27,0.162,3.6,424.7
2026-04-03 07:30:00,T1,28.05,6.59,6.97,0.172,3.0,419.7
2026-05-21 09:00:00,T2,28.53,5.83,6.95,0.31,5.5,421.9
2026-04-15 23:00:00,T3,28.72,7.61,7.29,0.135,3.1,418.2
2026-03-29 06:10:00,T2,28.12,5.68,7.11,0.145,3.3,424.0
2026-03-30 23:30:00,T1,28.54,7.45,7.05,0.176,3.0,413.0
2026-03-08 20:20:00,T3,28.46,7.45,7.02,0.189,3.4,421.4
2026-04-05 17:30:00,T3,28.48,7.58,6.95,0.18,3.2,426.5
2026-04-04 18:00:00,T1,28.6,6.52,6.92,0.457,7.1,421.8
2026-03-25 05:10:00,T2,28.11,6.23,7.2,0.188,3.1,420.6
2026-03-25 18:50:00,T4,28.69,7.02,7.24,0.31,5.1,421.5
2026-05-24 15:20:00,T4,29.7,7.05,6.88,0.212,3.4,422.6
2026-05-09 06:30:00,T1,28.37,6.63,7.24,0.14,3.5,419.9
2026-05-24 10:40:00,T1,28.46,6.36,6.85,0.194,3.2,416.7
2026-04-14 13:50:00,T3,28.3,6.62,6.72,0.298,5.3,416.1
2026-03-30 23:40:00,T1,28.51,7.53,7.03,0.165,3.2,416.1
2026-03-22 12:00:00,T3,27.99,6.97,7.32,0.163,2.7,421.5
2026-04-14 12:40:00,T1,28.19,7.06,7.27,0.181,3.4,425.2
2026-05-22 11:30:00,T1,28.47,6.72,6.88,0.199,3.6,416.7
2026-04-07 05:40:00,T3,28.16,6.67,6.93,0.141,2.9,419.8
2026-03-28 06:50:00,T1,27.94,6.52,7.12,0.166,3.1,417.8
2026-04-09 13:20:00,T1,28.25,6.2,6.79,0.396,6.4,418.0
2026-05-09 01:10:00,T1,28.8,7.18,7.24,0.169,2.8,421.1
2026-04-14 21:10:00,T4,28.88,7.49,6.72,0.206,3.4,423.1
2026-05-07 06:30:00,T4,29.28,6.65,6.73,0.151,3.3,419.8
2026-04-16 09:50:00,T4,28.24,6.1,7.27,0.263,4.7,426.5
2026-03-18 04:40:00,T3,27.99,6.71,6.79,0.148,3.1,414.1
2026-03-24 01:50:00,T1,28.37,7.08,7.23,0.149,2.9,416.6
2026-04-27 03:00:00,T3,28.54,6.64,6.84,1.585,2.5,425.1
2026-05-10 11:00:00,T2,28.37,6.54,7.22,0.207,4.1,420.9
2026-04-24 08:30:00,T3,28.17,5.83,7.11,0.358,5.9,416.7
2026-03-17 21:40:00,T4,28.5,7.44,6.83,0.144,3.4,423.4
2026-05-05 17:30:00,T2,28.91,7.36,6.77,0.15,3.1,421.7
2026-05-01 03:40:00,T3,28.53,6.8,6.8,0.795,2.3,419.2
2026-04-21 06:40:00,T4,29.12,6.55,7.14,0.143,3.3,428.3
2026-05-17 03:20:00,T1,28.78,6.93,7.04,0.125,3.6,421.8
2026-03-13 11:00:00,T2,27.84,6.7,6.94,0.179,4.2,422.3
2026-05-09 18:30:00,T1,28.88,6.99,7.24,0.36,5.2,417.5
2026-04-24 01:00:00,T3,28.64,7.37,7.09,0.155,2.7,419.8
2026-03-03 02:30:00,T2,28.21,6.99,7.19,0.128,2.9,422.1
2026-03-08 10:00:00,T1,27.8,6.36,7.06,0.248,4.4,424.8
2026-03-11 08:10:00,T2,27.77,5.52,6.99,0.405,6.0,419.8
2026-03-05 21:50:00,T2,28.43,7.72,7.12,0.18,3.3,425.0
2026-05-14 01:20:00,T1,28.86,6.99,7.12,0.162,3.3,415.8
2026-03-06 14:10:00,T2,28.04,6.79,7.13,0.309,4.6,422.7
2026-05-22 14:00:00,T1,28.78,6.58,6.9,0.255,5.2,421.6
2026-05-29 15:40:00,T2,28.99,7.04,6.73,0.22,3.3,420.1
2026-03-07 07:00:00,T4,27.75,6.68,7.11,0.187,2.9,426.3
2026-04-27 09:00:00,T3,28.17,5.88,6.79,1.87,5.1,421.1
2026-05-09 13:00:00,T1,28.47,5.94,7.24,0.455,6.8,422.0
2026-03-04 21:40:00,T4,28.47,7.52,7.15,0.16,3.8,420.0
2026-04-10 00:00:00,T2,28.66,7.37,6.8,0.173,3.1,420.4
2026-03-03 01:50:00,T2,28.13,7.28,7.2,0.184,3.3,422.8
2026-04-10 22:00:00,T4,28.79,7.36,6.82,0.179,3.9,424.8
2026-05-01 09:30:00,T2,28.32,6.11,6.81,0.738,4.3,415.9
2026-04-09 19:30:00,T1,28.72,7.3,6.82,0.234,4.6,419.5
2026-03-26 06:10:00,T4,28.05,6.57,7.23,0.157,3.2,422.9
2026-04-20 11:00:00,T2,28.27,6.62,7.15,0.19,3.6,419.8
2026-04-09 02:50:00,T2,28.5,6.91,6.83,0.199,3.8,418.3
2026-03-21 16:00:00,T2,28.27,7.05,6.74,0.191,3.8,420.1
2026-05-11 05:50:00,T2,28.48,6.6,7.21,0.175,3.4,425.4
2026-05-28 08:30:00,T4,29.4,5.74,6.81,0.376,5.7,422.1
2026-03-09 15:20:00,T1,28.16,7.05,7.04,0.227,3.8,422.8
2026-03-27 19:50:00,T2,28.64,6.32,7.15,0.259,4.6,428.3
2026-03-11 22:00:00,T3,28.47,7.51,6.96,0.173,3.3,420.0
2026-03-06 12:10:00,T1,27.83,6.99,7.1,0.153,3.8,417.5
2026-05-09 06:20:00,T1,28.41,6.64,7.25,0.161,2.9,419.8
2026-05-25 17:20:00,T2,29.02,7.4,6.85,0.179,3.3,425.2
2026-04-23 15:40:00,T1,28.58,7.05,7.05,0.199,3.5,424.9
2026-04-22 01:20:00,T1,28.65,7.29,7.08,0.154,2.8,417.4
2026-05-06 18:00:00,T3,28.83,6.7,6.76,0.439,7.2,421.0
2026-05-16 06:30:00,T2,28.56,6.47,7.09,0.145,2.9,418.8
2026-04-23 21:30:00,T2,28.92,7.55,7.07,0.183,3.9,424.2
2026-03-07 14:20:00,T1,27.91,6.9,7.09,0.248,4.7,419.6
2026-04-01 16:50:00,T3,28.49,7.4,7.08,0.14,3.2,417.2
2026-03-02 12:10:00,T2,27.78,6.75,7.24,0.128,3.1,424.7
2026-05-02 02:10:00,T3,28.7,7.04,6.9,0.148,3.1,415.7
2026-04-12 09:10:00,T1,28.16,6.14,6.73,0.307,5.6,421.1
2026-05-21 08:40:00,T1,28.43,5.8,6.94,0.34,5.8,417.8
2026-03-13 18:40:00,T1,28.38,7.1,6.92,0.355,5.7,418.1
2026-04-15 17:50:00,T3,28.7,7.68,6.71,0.154,2.5,417.1
2026-04-28 16:20:00,T3,28.64,6.97,6.73,1.958,3.6,415.8
2026-03-12 06:10:00,T4,28.08,6.66,6.97,0.151,3.5,423.0
2026-04-24 10:20:00,T2,28.25,6.49,7.06,0.196,4.4,425.3
2026-04-11 05:50:00,T2,28.19,6.6,6.8,0.163,3.4,421.3
2026-05-11 07:30:00,T2,28.5,6.62,7.2,0.145,2.6,420.6
2026-03-22 10:40:00,T4,27.99,6.38,6.7,0.235,3.5,420.9
2026-04-28 17:30:00,T4,29.66,7.01,6.69,1.985,3.4,422.7
2026-03-21 03:10:00,T1,28.23,7.03,6.73,0.127,3.3,422.4
2026-04-13 22:00:00,T2,28.82,7.5,6.71,0.179,3.6,421.1
2026-03-05 20:00:00,T2,28.43,7.42,7.13,0.192,4.4,419.4
2026-05-12 10:00:00,T1,28.41,6.45,7.14,0.24,4.0,425.1
2026-03-20 18:10:00,T2,28.48,6.75,6.74,0.442,6.3,420.8
2026-05-28 07:20:00,T3,28.51,6.52,6.81,0.144,2.9,417.2
2026-03-31 02:50:00,T1,28.29,7.06,7.03,0.17,2.8,412.2
2026-05-12 08:30:00,T1,28.46,5.75,7.17,0.387,6.2,420.6
2026-05-05 22:10:00,T4,29.78,7.45,6.76,0.18,3.4,421.2
2026-05-25 17:00:00,T1,29.06,7.46,6.81,0.201,3.3,420.6
2026-04-15 08:30:00,T1,28.09,5.87,7.26,0.395,6.0,422.1
2026-04-05 10:00:00,T1,27.97,6.43,6.91,0.242,4.1,418.7
2026-04-29 17:50:00,T2,28.78,7.32,6.69,1.692,3.3,421.1
2026-03-16 01:30:00,T1,28.25,7.2,6.87,0.13,3.1,417.4
2026-03-04 19:20:00,T2,28.39,7.42,7.16,0.287,4.9,421.8
2026-04-30 17:50:00,T3,28.81,7.3,6.78,1.113,3.5,416.4
2026-04-04 22:20:00,T3,28.7,7.54,6.97,0.173,2.9,416.5
2026-05-20 22:50:00,T4,30.03,7.37,6.97,0.142,3.2,420.3
2026-04-15 21:50:00,T2,28.82,7.5,7.26,0.177,3.5,419.6
2026-03-19 09:40:00,T4,27.94,6.15,6.8,0.22,4.5,420.9
2026-05-25 06:50:00,T1,28.57,6.55,6.84,0.185,2.9,424.4
2026-04-09 03:20:00,T2,28.31,6.9,6.87,0.142,3.2,422.3
2026-03-31 02:00:00,T2,28.49,6.11,7.08,0.193,3.2,423.4
2026-03-08 03:00:00,T1,27.96,7.03,7.08,0.159,2.7,417.6
2026-03-25 05:00:00,T4,28.02,6.77,7.25,0.175,2.9,425.4
2026-03-02 13:20:00,T2,27.88,6.12,7.21,0.398,6.2,424.6
2026-03-15 19:50:00,T2,28.48,7.31,6.9,0.222,4.1,426.3
2026-05-09 06:30:00,T3,28.43,6.58,6.71,0.159,2.8,418.9
2026-05-10 03:30:00,T4,29.54,6.98,7.26,0.161,3.2,423.7
2026-04-30 07:20:00,T1,28.4,6.33,6.72,1.399,3.0,419.9
2026-04-23 18:00:00,T1,28.75,6.47,7.05,0.444,6.8,420.0
2026-03-31 20:00:00,T4,28.74,7.3,7.1,0.238,4.1,422.9
2026-04-13 14:30:00,T1,28.28,6.98,7.3,0.244,4.4,422.6
2026-05-20 21:10:00,T3,29.17,7.54,7.01,0.145,2.9,419.7
2026-05-19 00:20:00,T3,29.04,7.26,7.04,0.126,3.1,422.6
2026-05-19 14:10:00,T4,29.57,6.63,7.04,0.304,5.1,420.3
2026-04-19 17:20:00,T1,28.69,7.52,7.14,0.135,3.1,426.1
2026-04-30 03:40:00,T1,28.55,6.68,6.7,1.481,3.4,423.0
2026-05-21 05:00:00,T3,28.62,6.79,7.01,0.142,2.8,417.6
2026-05-25 17:20:00,T4,29.92,7.49,6.88,0.169,3.5,422.0
2026-04-11 07:20:00,T4,28.11,6.59,6.79,0.169,2.8,420.4
2026-03-24 05:40:00,T2,28.14,6.22,7.24,0.162,2.8,424.2
2026-03-01 07:30:00,T4,27.8,6.56,7.25,0.169,3.0,419.6
2026-05-10 12:50:00,T1,28.53,6.95,7.21,0.169,3.3,418.3
2026-04-27 16:30:00,T1,28.74,7.03,6.69,1.871,3.4,416.0
2026-04-11 19:50:00,T1,28.77,7.32,6.75,0.245,4.3,422.5
2026-05-26 10:50:00,T2,28.58,6.61,6.82,0.189,3.6,423.7
2026-03-23 01:50:00,T3,28.34,7.16,7.32,0.143,3.0,417.4
2026-05-29 05:50:00,T3,28.63,6.56,6.78,0.144,3.2,423.4
2026-04-20 08:10:00,T2,28.23,5.48,7.17,0.406,6.1,421.6
2026-05-14 09:30:00,T4,29.39,6.15,7.14,0.253,4.4,420.0
2026-04-15 14:00:00,T2,28.37,6.5,7.28,0.285,4.5,420.3
2026-03-30 16:40:00,T4,28.52,7.25,7.12,0.165,3.3,422.2
2026-05-15 23:50:00,T4,29.8,7.24,7.1,0.195,3.6,421.8
2026-03-07 21:20:00,T3,28.38,7.55,7.05,0.151,3.2,416.1
2026-05-21 20:30:00,T2,29.16,7.23,6.91,0.155,4.0,421.6
2026-04-02 23:50:00,T1,28.59,7.49,6.96,0.203,3.9,419.3
2026-04-11 04:40:00,T4,28.27,6.69,6.81,0.145,3.3,423.1
2026-03-12 10:10:00,T1,27.78,6.44,6.97,0.196,4.3,417.3
2026-05-14 02:20:00,T4,29.61,6.93,7.17,0.146,2.7,428.1
2026-03-07 08:00:00,T3,27.68,6.82,7.08,0.135,2.9,414.5
2026-04-03 02:00:00,T1,28.48,7.12,6.96,0.155,3.3,416.3
2026-04-22 14:20:00,T3,28.4,6.77,7.13,0.286,4.8,417.3
2026-05-17 20:50:00,T3,29.2,7.52,7.08,0.175,4.0,415.5
2026-05-07 11:40:00,T2,28.49,6.74,6.72,0.18,3.6,419.8
2026-05-24 05:30:00,T4,29.49,6.59,6.89,0.123,3.3,420.5
2026-05-20 03:30:00,T1,28.8,6.92,6.96,0.166,3.3,420.1
2026-04-15 03:10:00,T3,28.41,6.99,6.71,0.158,3.3,419.1
2026-05-21 10:10:00,T4,29.43,6.44,6.98,0.234,4.1,421.1
2026-04-10 23:00:00,T4,28.73,7.49,6.85,0.185,2.7,420.6
2026-03-31 12:40:00,T1,28.1,6.92,7.04,0.159,3.4,422.3
2026-04-21 01:00:00,T1,28.75,7.23,7.13,0.172,2.9,421.1
2026-03-21 16:30:00,T1,28.45,7.37,6.72,0.197,3.0,423.0
2026-05-05 05:00:00,T4,29.39,6.72,6.79,0.151,3.0,423.5
2026-04-27 06:00:00,T1,28.33,6.33,6.77,1.683,3.6,420.9
2026-04-10 14:50:00,T4,28.46,6.86,6.83,0.24,3.8,420.0
2026-04-04 02:20:00,T1,28.36,7.1,6.93,0.17,3.2,419.9
2026-03-11 16:20:00,T3,28.18,7.44,6.98,0.177,3.1,418.6
2026-05-08 18:00:00,T4,29.76,6.44,7.31,0.449,6.9,417.2
2026-04-24 07:10:00,T1,28.3,6.55,7.02,0.136,3.1,419.8
2026-03-03 22:40:00,T2,28.37,7.3,7.17,0.185,3.2,420.9
2026-05-18 20:30:00,T4,29.99,7.36,7.06,0.185,4.5,423.8
2026-04-28 06:00:00,T1,28.35,6.05,6.67,1.955,2.8,414.8
2026-05-16 12:40:00,T2,28.6,6.83,7.06,0.124,3.5,419.0
2026-05-23 07:00:00,T1,28.51,6.59,6.89,0.143,3.1,415.0
2026-05-10 23:00:00,T3,28.93,7.6,7.25,0.169,2.8,416.9
2026-04-12 12:30:00,T4,28.27,6.83,6.79,0.165,2.7,420.0
2026-03-19 11:50:00,T2,27.91,6.74,6.77,0.15,3.4,418.7
2026-03-13 20:30:00,T1,28.48,7.48,6.91,0.208,3.6,420.0
2026-05-16 22:40:00,T4,30.02,7.4,7.08,0.148,3.5,420.1
2026-04-06 03:50:00,T2,28.4,6.96,6.91,0.147,3.1,422.0
2026-05-22 05:00:00,T1,28.58,6.63,6.92,0.149,3.1,418.7
2026-04-09 12:20:00,T4,28.28,6.8,6.87,0.189,3.6,416.6
2026-03-26 05:40:00,T2,28.04,6.07,7.21,0.188,2.9,419.9
2026-03-13 18:30:00,T4,28.42,6.82,6.95,0.366,5.8,420.6
2026-05-21 11:20:00,T3,28.39,6.72,6.98,0.152,2.8,420.8
2026-04-18 12:30:00,T4,29.19,6.65,7.21,0.176,3.2,422.5
2026-03-16 19:30:00,T1,28.57,7.34,6.85,0.211,4.4,421.8
2026-05-03 02:20:00,T1,28.66,7.13,6.82,0.153,2.8,419.3
2026-05-12 20:10:00,T2,29.07,7.45,7.16,0.253,4.0,417.3
2026-05-01 00:30:00,T2,28.9,7.05,6.79,0.918,3.6,419.6
2026-04-20 11:40:00,T1,28.26,6.78,7.12,0.155,2.8,418.7
2026-05-05 01:50:00,T1,,,,,,
2026-04-03 11:10:00,T1,27.97,6.67,6.95,0.202,3.8,426.5
2026-05-12 23:10:00,T1,29.07,7.46,7.15,0.164,3.1,421.6
2026-03-29 07:10:00,T3,27.97,6.81,7.13,0.129,3.3,421.2
2026-04-13 08:50:00,T2,28.15,5.91,6.73,0.314,5.8,419.8
2026-04-21 20:00:00,T3,28.95,7.44,7.16,0.23,4.3,423.1
2026-05-09 09:10:00,T3,28.28,6.24,6.7,0.303,4.3,419.0
2026-05-08 05:00:00,T2,28.6,6.6,6.72,0.15,3.3,424.5
2026-04-22 06:00:00,T1,28.25,6.67,7.09,0.156,3.1,421.8
2026-04-08 20:50:00,T2,28.81,7.35,6.83,0.205,3.5,418.5
2026-03-29 15:20:00,T4,28.27,7.06,7.13,0.224,4.1,421.1
2026-03-30 14:00:00,T2,28.17,5.41,7.1,0.333,5.0,423.2
2026-03-25 21:30:00,T3,28.6,7.47,7.24,0.182,3.4,417.9
2026-03-31 14:00:00,T1,28.21,6.68,7.04,0.276,5.3,419.1
2026-05-07 22:50:00,T3,28.97,7.49,6.74,0.167,2.9,418.6
2026-05-22 15:50:00,T2,28.97,6.99,6.92,0.223,3.6,420.2
2026-03-17 03:20:00,T3,28.0,6.94,6.84,0.181,2.5,417.5
2026-03-08 13:10:00,T4,28.0,6.04,7.09,0.424,6.8,427.4
2026-04-18 15:50:00,T3,28.52,7.47,7.24,0.214,4.2,423.2
2026-03-14 03:10:00,T3,28.11,6.95,6.92,0.13,2.5,420.5
2026-03-05 12:30:00,T4,27.83,6.89,7.13,0.18,4.0,421.2
2026-03-04 08:20:00,T4,27.82,5.72,7.18,0.459,6.8,424.5
2026-04-17 00:00:00,T4,28.88,7.13,7.26,0.18,3.5,422.0
2026-05-21 17:40:00,T2,29.08,7.48,6.95,0.171,3.3,424.0
2026-05-10 10:40:00,T1,28.39,6.59,7.21,0.227,3.5,417.8
2026-03-20 23:00:00,T1,28.5,7.57,6.74,0.157,2.8,418.6
2026-03-26 11:20:00,T4,28.06,6.58,7.22,0.155,3.7,422.2
2026-04-30 09:40:00,T3,28.26,6.04,6.77,1.403,4.4,415.9
2026-03-30 18:30:00,T2,28.62,5.69,7.09,0.381,5.7,423.0
2026-03-07 18:00:00,T3,28.41,6.72,7.08,0.462,6.8,421.9
2026-05-10 02:10:00,T3,28.69,7.13,7.28,0.131,3.2,423.5
2026-04-03 19:30:00,T1,28.66,7.41,6.95,0.223,4.3,420.8
2026-05-27 18:10:00,T1,29.12,6.75,6.77,0.401,6.6,418.0
2026-04-13 01:50:00,T2,28.47,7.0,6.75,0.166,3.1,420.4
2026-05-13 14:00:00,T4,29.5,6.44,7.18,0.335,5.3,423.7
2026-03-26 08:20:00,T3,27.89,5.79,7.22,0.39,6.5,419.5
2026-04-06 02:20:00,T3,28.44,7.05,6.93,0.188,2.6,422.7
2026-04-02 16:10:00,T3,28.37,7.46,7.0,0.184,3.1,415.4
2026-03-21 14:50:00,T1,28.18,6.89,6.72,0.25,3.9,421.8
2026-03-19 09:00:00,T1,27.91,6.08,6.79,0.286,4.2,418.6
2026-05-22 10:20:00,T1,28.51,6.26,6.93,0.213,3.6,418.7
2026-04-20 05:10:00,T4,29.16,6.69,7.17,0.183,2.7,422.4
2026-04-17 12:40:00,T4,28.3,6.86,7.24,0.173,2.8,422.4
2026-05-24 12:00:00,T3,28.57,6.89,6.9,0.119,3.2,415.0
2026-03-19 12:20:00,T2,28.01,6.75,6.78,0.166,3.4,421.5
2026-05-10 00:10:00,T2,29.06,7.22,7.22,0.188,3.0,421.4
2026-03-03 01:40:00,T2,28.15,7.07,7.22,0.154,3.2,418.9
2026-03-27 13:40:00,T2,28.21,5.69,7.18,0.331,5.7,418.5
2026-05-20 23:50:00,T1,29.16,7.43,6.95,0.179,3.0,418.0
2026-05-19 14:10:00,T3,28.72,6.74,7.02,0.287,5.3,417.8
2026-04-07 06:10:00,T3,28.09,6.71,6.93,0.148,2.4,422.7
2026-05-29 22:40:00,T1,29.17,7.5,6.7,0.164,3.3,418.1
2026-05-02 18:30:00,T1,28.87,6.89,6.81,0.391,5.7,415.0
2026-04-29 17:00:00,T3,28.77,7.02,6.72,1.705,3.1,420.6
2026-04-13 02:30:00,T3,28.43,7.14,6.78,0.177,3.4,416.5
2026-03-16 17:10:00,T3,28.3,7.6,6.84,0.18,3.2,421.3
2026-03-08 00:10:00,T1,28.33,7.21,7.07,0.149,3.0,419.7
2026-04-03 03:20:00,T1,28.28,6.88,6.97,0.142,3.3,418.0
2026-03-26 22:40:00,T3,28.56,7.48,7.19,0.177,3.6,424.6
2026-05-12 07:00:00,T2,28.48,6.7,7.17,0.135,3.6,426.5
2026-03-26 11:00:00,T2,27.92,5.98,7.19,0.22,3.7,419.9
2026-03-25 08:20:00,T4,28.03,5.64,7.26,0.423,6.8,422.5
2026-05-23 17:50:00,T3,29.05,7.39,6.92,0.156,3.5,422.0
2026-03-09 03:30:00,T2,28.11,6.96,7.06,0.157,3.2,423.9
2026-04-18 13:00:00,T3,28.17,6.9,7.23,0.145,3.4,416.0
2026-04-29 10:20:00,T2,28.2,6.18,6.72,1.863,3.7,421.7
2026-05-18 12:10:00,T4,29.41,6.61,7.06,0.2,2.7,421.8
2026-05-17 10:40:00,T4,29.22,6.5,7.07,0.2,3.2,423.6
2026-04-02 06:40:00,T4,28.21,6.4,7.04,0.197,3.7,422.7
2026-04-12 02:20:00,T4,28.6,7.06,6.79,0.184,3.6,424.7
2026-04-01 20:00:00,T3,28.63,7.59,7.06,0.231,4.2,418.6
2026-03-21 17:00:00,T4,28.44,7.48,6.74,0.185,3.3,423.2
2026-05-12 08:10:00,T4,29.16,5.4,7.21,0.458,6.7,423.8
2026-04-03 05:20:00,T1,28.13,6.89,6.97,0.15,3.0,421.9
2026-05-14 21:40:00,T4,29.97,7.38,7.13,0.165,4.0,421.9
2026-04-04 11:10:00,T3,28.04,6.74,7.0,0.185,3.2,416.8
2026-03-12 05:00:00,T4,27.98,6.66,6.99,0.14,2.9,425.1
2026-04-30 08:50:00,T3,28.25,6.0,6.77,1.524,5.4,419.1
2026-05-09 18:30:00,T2,28.98,6.67,7.24,0.365,5.7,421.5
2026-05-22 20:30:00,T3,29.11,7.52,6.94,0.189,3.5,422.0
2026-05-23 11:30:00,T3,28.54,6.71,6.93,0.167,3.7,418.1
2026-05-09 01:00:00,T4,29.69,7.2,7.31,0.189,3.5,416.2
2026-05-19 21:40:00,T4,30.05,7.59,7.02,0.167,3.8,423.0
2026-05-25 17:40:00,T1,29.08,7.39,6.83,0.179,3.2,417.0
2026-05-22 17:40:00,T2,29.06,7.49,6.92,0.173,3.6,421.4
2026-05-20 17:40:00,T3,29.0,7.57,7.02,0.174,3.3,420.2
2026-05-20 05:20:00,T3,28.45,6.75,7.02,0.134,3.2,417.1
2026-05-15 03:30:00,T3,28.69,6.75,7.16,0.13,2.8,422.7
2026-04-16 07:40:00,T3,28.17,6.62,7.28,0.17,2.7,419.3
2026-03-02 12:30:00,T2,27.83,6.87,7.22,0.151,3.2,423.3
2026-04-17 05:50:00,T1,28.26,6.58,7.22,0.133,3.7,419.5
2026-05-18 09:30:00,T4,29.3,6.14,7.07,0.253,4.5,424.0
2026-05-29 17:40:00,T3,29.05,7.53,6.79,0.167,3.1,419.0
2026-04-03 10:30:00,T1,27.89,6.4,6.96,0.215,4.5,419.0
2026-05-09 00:40:00,T4,29.73,7.31,7.3,0.21,3.4,420.1
2026-05-17 16:30:00,T3,28.86,7.43,7.09,0.149,3.5,416.3
2026-04-14 01:10:00,T4,28.69,7.1,6.75,0.146,3.5,425.3
2026-03-24 18:40:00,T3,28.52,7.11,7.27,0.348,5.6,419.3
2026-04-27 13:10:00,T1,28.45,5.79,6.72,2.028,6.5,418.6
2026-03-19 06:50:00,T2,27.84,6.75,6.8,0.112,3.5,425.3
2026-05-22 02:40:00,T2,28.82,6.87,6.93,0.151,3.3,420.4
2026-04-28 15:50:00,T3,28.53,6.73,6.73,1.959,3.7,417.7
2026-05-26 19:00:00,T3,29.09,7.09,6.86,0.298,5.2,417.4
2026-04-26 05:00:00,T2,28.42,6.58,6.88,1.098,2.9,420.0
2026-03-09 01:10:00,T1,28.17,7.33,7.05,0.127,3.0,421.7
2026-04-29 04:20:00,T4,29.44,6.35,6.7,1.877,3.5,418.1
2026-05-12 05:20:00,T4,29.4,6.67,7.22,0.163,4.1,422.4
2026-04-15 21:30:00,T3,28.71,7.49,7.29,0.177,3.9,421.1
2026-05-17 10:20:00,T3,28.41,6.5,7.09,0.217,3.7,420.6
2026-04-27 14:20:00,T4,29.38,6.28,6.74,1.918,4.9,420.7
2026-04-30 21:50:00,T4,29.86,7.23,6.77,1.042,2.7,415.1
2026-04-14 10:30:00,T2,28.17,6.55,6.7,0.2,3.9,424.6
2026-05-28 07:00:00,T2,28.67,6.4,6.77,0.14,2.6,422.6
2026-03-30 23:40:00,T3,28.56,7.51,7.09,0.15,3.4,416.6
2026-04-27 04:10:00,T2,28.5,6.32,6.78,1.66,3.4,423.3
2026-04-28 20:40:00,T1,28.94,7.02,6.66,1.965,4.1,418.9
2026-04-13 02:40:00,T2,28.52,7.06,6.75,0.166,3.4,424.6
2026-03-24 20:20:00,T3,28.52,7.64,7.25,0.235,3.9,416.7
2026-05-04 14:10:00,T2,28.58,6.53,6.79,0.285,5.1,421.2
2026-05-23 09:20:00,T1,28.45,6.17,6.9,0.318,4.6,422.0
2026-03-23 02:50:00,T4,28.35,6.93,7.3,0.173,2.5,418.1
2026-05-22 23:30:00,T1,29.13,7.33,6.87,0.181,3.6,416.6
2026-05-05 17:20:00,T2,28.92,7.47,6.75,0.201,3.2,420.0
2026-03-04 01:30:00,T2,28.29,7.22,7.18,0.168,3.5,418.6
2026-04-07 12:30:00,T3,28.16,6.87,6.9,0.174,3.1,419.9
2026-03-03 08:40:00,T3,27.62,6.29,7.18,0.382,5.9,416.9
2026-03-08 08:20:00,T3,27.73,5.95,7.07,0.386,5.9,425.0
2026-04-11 02:00:00,T4,28.6,6.87,6.83,0.2,3.2,419.7
2026-03-07 15:20:00,T1,28.07,7.11,7.08,0.187,3.8,-1.4
2026-04-04 23:10:00,T3,28.6,7.38,6.96,0.213,2.9,417.1
2026-04-28 13:20:00,T3,28.37,5.87,6.72,2.188,5.9,420.9
2026-05-24 16:40:00,T4,29.84,7.29,6.9,0.207,3.2,421.5
2026-05-02 01:30:00,T4,29.59,7.07,6.86,0.207,3.2,425.3
2026-03-14 12:30:00,T1,27.87,6.83,6.9,0.154,3.6,421.2
2026-03-25 20:10:00,T2,28.61,6.8,7.22,0.225,4.3,420.4
2026-03-20 15:30:00,T3,28.2,7.33,6.75,0.196,3.2,420.1
2026-03-09 20:30:00,T4,28.46,7.37,7.02,0.209,3.9,422.3
2026-04-17 19:30:00,T3,28.75,7.35,7.26,0.27,4.6,417.3
2026-03-01 21:40:00,T4,28.48,7.55,7.24,0.188,4.2,419.1
2026-04-16 11:30:00,T2,28.33,6.71,7.26,0.199,3.5,426.0
2026-03-19 23:00:00,T4,28.53,7.54,6.77,0.184,3.3,424.5
2026-05-09 04:10:00,T3,28.53,6.77,6.7,0.095,2.8,416.4
2026-03-09 15:10:00,T2,28.19,6.98,7.04,0.227,4.0,418.8
2026-04-18 10:00:00,T2,28.18,6.39,7.22,0.237,4.1,416.8
2026-05-21 15:40:00,T3,28.78,7.14,6.98,0.2,3.4,416.5
2026-04-15 08:20:00,T4,28.15,5.65,6.7,0.397,6.2,422.7
2026-04-12 10:30:00,T4,28.25,6.53,6.81,0.213,3.8,425.8
2026-04-16 01:10:00,T1,28.6,7.3,7.23,0.162,3.2,420.6
